"172","172"
"179","179"
"38889","38889"
"191","191"
"16","16"
"53374","53588"
"21655","21655"
"21519","21519"
"66","66"
"53621","53841"
"159","159"
"450","537"
"1243","1243"
"436","458"
"22464","22464"
"21713","21713"
"16120","16120"
"571","571"
"7733","8146"
"685","685"
"160","262"
"49406","49445"
"184","184"
